,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4
1804058033用户数据,0.652151089,0.615800322,0.659147762,0.626612834,0.609709345,0.596534447,0.666260053,0.614864729,0.626808561,0.550437536,0.609798674,0.624557191,0.617821285,0.631245447,0.608842959,0.612586035,0.574246513,0.5897516,0.623175674,0.649063927
1805064117用户数据,0.593045411,0.614247929,0.6944761,0.612904048,0.632834649,0.617757344,0.604765036,0.614247929,0.614247929,0.654362014,0.608733169,0.631919852,0.635787233,0.630683779,0.779470938,0.614247929,0.508235339,0.67779524,0.602940982,0.551909628
1806916873用户数据,0.585078511,0.577183592,0.645638706,0.622991062,0.585541696,0.625131159,0.60003923,0.609150065,0.635335737,0.615984635,0.590004859,0.588169431,0.624765562,0.645819823,0.597221961,0.665034569,0.600412084,0.604320933,0.61575766,0.760506175
1806951202用户数据,0.589852562,0.594878887,0.594172575,0.664203882,0.612412348,0.589861391,0.608792614,0.633393195,0.613752815,0.616416669,0.647243004,0.562110589,0.609646036,0.559840912,0.595798821,0.538166872,0.531222005,0.500805416,0.675756193,0.562758717
1807751337用户数据,0.640178486,0.644294206,0.637113217,0.644023228,0.640805217,0.599786105,0.613031676,0.62634002,0.610216086,0.620276451,0.604252567,0.630653442,0.662982683,0.599049718,0.5928083,0.577032523,0.675978057,0.573387035,0.644077559,0.601997414
1809899334用户数据,0.614247929,0.611210849,0.614109743,0.59910524,0.626080023,0.625346444,0.621589972,0.634085183,0.595536136,0.648356148,0.629749717,0.598218761,0.61172994,0.629634564,0.611506601,0.645436131,0.68608402,0.622395424,0.593514163,0.567594275
1812256641用户数据,0.611029447,0.575011868,0.591286982,0.501796376,0.521359163,0.597736987,0.614247929,0.619106197,0.624296856,0.640365272,0.629811754,0.76951975,0.614482717,0.496881385,0.580726765,0.452619941,0.54233108,0.527373069,0.605678204,0.478759071
1813109193用户数据,0.629021523,0.625762801,0.592815812,0.617985159,0.567304145,0.612538746,0.636537516,0.616718988,0.612332572,0.607931703,0.627239994,0.630837637,0.659022724,0.620455097,0.632318404,0.590983609,0.672044782,0.633181189,0.620396246,0.631841013
1814689674用户数据,0.680247199,0.647082899,0.625294888,0.609795374,0.655346533,0.641699917,0.711233646,0.597032246,0.673404428,0.641223938,0.70324642,0.632748218,0.646921422,0.592798883,0.575437196,0.528113681,0.609593795,0.587021276,0.597047111,0.538241391
1816713002用户数据,0.636874318,0.599228494,0.618637153,0.626913802,0.612614405,0.609738523,0.586508248,0.594822546,0.607640119,0.617725055,0.603807545,0.612781924,0.593317286,0.57848662,0.63203229,0.578305486,0.621037057,0.505406628,0.662758,0.67684929
1818766624用户数据,0.630329883,0.596978248,0.562125688,0.620422732,0.59973532,0.615443926,0.592296682,0.627465915,0.620095076,0.665880262,0.664432383,0.609410724,0.625483984,0.588069568,0.59711543,0.581556744,0.670990553,0.639176901,0.621640945,0.607073103
1820434133用户数据,0.611432354,0.710527421,0.673475231,0.611360457,0.624800568,0.658558054,0.630255728,0.634279842,0.6421042,0.630593886,0.724685576,0.634467157,0.610149651,0.56648801,0.694402724,0.639109872,0.594911879,0.618745018,0.732264364,0.706038489
1821479654用户数据,0.589038481,0.751933769,0.645413535,0.646343083,0.546313026,0.614247929,0.618108286,0.620302246,0.614247929,0.614247929,0.614247929,0.599116588,0.598051111,0.667359386,0.655536781,0.614247929,0.553842474,0.614247929,0.614247929,0.614247929
1821676083用户数据,0.616939954,0.602981479,0.60873027,0.608203763,0.608543931,0.610878676,0.609415357,0.615685995,0.621033918,0.609598926,0.613208548,0.611846737,0.607685647,0.608216952,0.60977944,0.614091864,0.615637679,0.60945765,0.615157673,0.627150841
1822004851用户数据,0.474197689,0.630332749,0.601269384,0.610146046,0.615984511,0.631278436,0.634748105,0.629090049,0.600634972,0.618757161,0.647810448,0.619120885,0.638908079,0.614247929,0.613033201,0.652466147,0.614247929,0.631019087,0.671550346,0.644528421
1822272965用户数据,0.616609623,0.541320599,0.573813978,0.625900857,0.618433249,0.597854042,0.615500096,0.611931884,0.566543307,0.593837278,0.583033681,0.567550173,0.574305677,0.572214625,0.596119284,0.595949577,0.596900632,0.583871823,0.575853932,0.598698651
1822562911用户数据,0.612909631,0.598978998,0.597539971,0.622939212,0.604647563,0.595261736,0.573456895,0.678694718,0.630515948,0.627605721,0.618346242,0.608111017,0.646666437,0.610964223,0.627715435,0.639307643,0.584069332,0.604382906,0.591570071,0.589623679
1823861200用户数据,0.705692815,0.681736472,0.630871784,0.720851295,0.68214692,0.614247929,0.614247929,0.700719425,0.614247929,0.651634692,0.695498592,0.702623748,0.684990819,0.670815025,0.727780098,0.649063927,0.744311131,0.673403827,0.70904021,0.711260259
1824107857用户数据,0.613512154,0.627397561,0.622383824,0.615515474,0.609952983,0.652234664,0.626176938,0.625353523,0.626833763,0.633677085,0.583699701,0.590723637,0.606952017,0.579511039,0.585903707,0.581042591,0.45599753,0.59976584,0.558886165,0.568155498
1825312237用户数据,0.650245475,0.660321974,0.634797694,0.68275988,0.721093263,0.619701736,0.614247929,0.659925053,0.69241074,0.650551827,0.666254593,0.78199774,0.702116878,0.614247929,0.671911927,0.613088556,0.631412031,0.639771085,0.603548084,0.60601053
1826022160用户数据,0.82077669,0.556564616,0.674770779,0.698028855,0.563909745,0.566460945,0.668216275,0.558197676,0.630160626,0.64974824,0.529371116,0.61843602,0.614247929,0.649077587,0.548824575,0.627671027,0.622096655,0.590154158,0.605324452,0.653166345
1826585437用户数据,0.660208069,0.538433049,0.583775737,0.619961683,0.607104225,0.536842557,0.605077935,0.622937943,0.502211842,0.556985357,0.568215764,0.575671799,0.61443231,0.630695267,0.604581959,0.595727274,0.592161973,0.594972912,0.605212448,0.614247929
1827137463用户数据,0.608697076,0.645047839,0.611375808,0.647968555,0.566305551,0.758999823,0.614247929,0.614247929,0.614247929,0.60342181,0.604519194,0.624480446,0.614247929,0.611566623,0.645089362,0.602413672,0.628109262,0.608791307,0.609686384,0.613206661
1827683415用户数据,0.602204761,0.505300589,0.613792743,0.622800477,0.502839081,0.511955079,0.629447245,0.60883937,0.603390914,0.626225586,0.650569998,0.615131919,0.649413097,0.651242525,0.593039605,0.599715857,0.60963843,0.619221402,0.634170104,0.705628727
1828689091用户数据,0.522702965,0.626918857,0.613346091,0.597291461,0.579142066,0.647134232,0.606588944,0.569859356,0.559959227,0.599377097,0.603250355,0.656020508,0.630213983,0.479777835,0.548406063,0.622823659,0.683377629,0.656480873,0.550171396,0.560863637
1829493610用户数据,0.641151174,0.643395683,0.616481726,0.497534337,0.636039941,0.609019266,0.619519422,0.639271629,0.634130811,0.614326675,0.583841645,0.570047596,0.569858154,0.531208751,0.492789949,0.434514474,0.579529526,0.531198876,0.654576076,0.454984489
1831587981用户数据,0.614247929,0.669336509,0.630420293,0.614247929,0.663589278,0.613208557,0.638073584,0.676284916,0.641788943,0.593480731,0.598370272,0.618103524,0.600948761,0.582063943,0.602024309,0.625613076,0.673712952,0.666628443,0.647089032,0.664105712
1833830105用户数据,0.639766555,0.693423202,0.653218982,0.646059507,0.564153252,0.546459752,0.612485005,0.661908412,0.601318724,0.640417469,0.603958553,0.650870868,0.639307025,0.633157112,0.489134404,0.628423869,0.640865149,0.614247929,0.755385903,0.590871122
1834734477用户数据,0.593556611,0.584710039,0.587290319,0.571411557,0.56301628,0.577182828,0.571591606,0.572623766,0.576974878,0.562029318,0.564888346,0.56891197,0.579509349,0.568723806,0.572346476,0.579100275,0.580588385,0.583769353,0.580505925,0.574545187
1836610287用户数据,0.622445649,0.611388909,0.627321406,0.625941376,0.584994948,0.617092412,0.606897467,0.588969087,0.597393735,0.606349812,0.597807577,0.60020181,0.592027823,0.626152474,0.584064622,0.597416628,0.552883595,0.619464627,0.585116518,0.617311704
1836954831用户数据,0.610720241,0.643099621,0.685482655,0.637827021,0.595781495,0.774290568,0.610496182,0.62695762,0.667138089,0.635808655,0.647864944,0.638182218,0.583007776,0.619216816,0.596558388,0.635237727,0.58884767,0.59642739,0.574144475,0.532173448
1837008672用户数据,0.625017995,0.61631804,0.616854714,0.612855485,0.602652252,0.625749781,0.619049638,0.622384952,0.622010944,0.677900836,0.597268546,0.624924101,0.586562095,0.582954879,0.608048938,0.601780616,0.649844206,0.522924159,0.59310959,0.614255061
1837671112用户数据,0.631434079,0.631655928,0.631801599,0.609233403,0.623780419,0.607726894,0.609093666,0.594695647,0.660216135,0.616428921,0.629008067,0.646555916,0.612542681,0.610451671,0.668515732,0.549947262,0.606979421,0.574085784,0.603585107,0.629677923
1837982725用户数据,0.604482236,0.555554685,0.712096619,0.661259122,0.651533979,0.702303175,0.709118057,0.631069726,0.653709717,0.695193478,0.643956255,0.646529873,0.586965434,0.631504868,0.606188361,0.622265404,0.619414635,0.613745251,0.58031486,0.648568223
1838283094用户数据,0.616601057,0.624170085,0.645790628,0.655507217,0.589309343,0.603334567,0.623010018,0.605317966,0.664908373,0.634981558,0.619503273,0.634183231,0.623543888,0.609217603,0.657652097,0.601673084,0.679218388,0.670146168,0.724396601,0.591501793
1838615154用户数据,0.607308763,0.601604948,0.626613127,0.535843496,0.64919484,0.594938322,0.577264787,0.616953505,0.697202374,0.633002599,0.672305229,0.569201633,0.601827924,0.585165272,0.617109796,0.561220576,0.582405382,0.565427365,0.609696301,0.641622714
1839233842用户数据,0.627335264,0.599600575,0.58841237,0.599774349,0.614901057,0.624390068,0.672405606,0.587461335,0.589853955,0.570347997,0.506622454,0.60403307,0.589196911,0.427007313,0.480185128,0.431789818,0.475628648,0.585298382,0.605890229,0.448987222
1841065792用户数据,0.663508183,0.742628418,0.648511734,0.673253157,0.645737635,0.677922977,0.764450664,0.658354377,0.596858444,0.6944761,0.659216909,0.658163786,0.623440502,0.638416633,0.625908742,0.610324072,0.608713421,0.596277873,0.639260083,0.629692169
1841094520用户数据,0.616787637,0.577792536,0.61031734,0.622175584,0.610899902,0.60371392,0.62636918,0.615052848,0.554921022,0.580351394,0.598103418,0.53555409,0.621543471,0.602843483,0.563665836,0.597346746,0.626545461,0.612961955,0.582008814,0.595832391
1841884115用户数据,0.576028482,0.6014481,0.661135636,0.612684891,0.641520644,0.630825184,0.536211489,0.589926829,0.636598865,0.599941373,0.48782047,0.559809111,0.559632554,0.507688573,0.518648221,0.606103889,0.603973103,0.909289016,0.399737786,0.614247929
1842284023用户数据,0.613692043,0.572857468,0.49306945,0.488639595,0.670701057,0.673497443,0.622472954,0.506254192,0.570327039,0.535890703,0.322538609,0.615662499,0.616738006,0.618928637,0.573289977,0.590870024,0.655392526,0.684115688,0.650572678,0.574655126
1843925753用户数据,0.542943406,0.602989399,0.598507848,0.607854014,0.613279896,0.590851517,0.630209646,0.582197294,0.614247929,0.599219982,0.570422511,0.564443899,0.584126109,0.51009255,0.602468752,0.636409054,0.577121288,0.565227745,0.614247929,0.571842893
1845939814用户数据,0.649733466,0.645127789,0.648899628,0.603812705,0.582963277,0.558501136,0.799789751,0.620903716,0.576277416,0.636881218,0.54799006,0.616072671,0.641270097,0.528498955,0.55555936,0.621761242,0.581733752,0.495224764,0.587949022,0.564770455
1846844804用户数据,0.608419467,0.683559126,0.631001297,0.630980421,0.613330506,0.629695728,0.621617666,0.615098182,0.593256506,0.593432344,0.608049159,0.547695711,0.541577758,0.594027551,0.598024767,0.474446442,0.716371064,0.585960799,0.525466832,0.614247929
1847217181用户数据,0.570129984,0.600101944,0.563368579,0.536875407,0.604814958,0.598937552,0.571792436,0.570949628,0.580716487,0.545198709,0.563630941,0.615572649,0.603736303,0.590210482,0.580682231,0.59646714,0.600776296,0.614260466,0.584381011,0.587523344
1848118912用户数据,0.586884709,0.593045411,0.676702893,0.604203592,0.614247929,0.663198124,0.624033134,0.634795393,0.608523123,0.586757858,0.613369303,0.624314859,0.565234717,0.616832353,0.614247929,0.578337726,0.580722945,0.624128129,0.614175007,0.57927635
1848228872用户数据,0.60689124,0.581448374,0.605829404,0.591031218,0.58309221,0.563451861,0.586727342,0.632350173,0.684546954,0.600624969,0.572998172,0.608712199,0.612059877,0.616129572,0.552957862,0.596123573,0.585883247,0.617454827,0.602931644,0.609417606
1848574332用户数据,0.574573468,0.545004519,0.606211762,0.623640026,0.625771468,0.724667396,0.599500927,0.697521215,0.491876364,0.611509588,0.614247929,0.608776872,0.590132085,0.600964318,0.590193711,0.595829263,0.587377013,0.582316532,0.595024175,0.588331404
1848955571用户数据,0.601688266,0.624533969,0.608684888,0.614247929,0.607724169,0.63036699,0.615579086,0.707150877,0.589228587,0.61617168,0.57335135,0.606703068,0.598152349,0.554579285,0.607091779,0.58529322,0.591950336,0.601730232,0.611236941,0.613792743
1850105081用户数据,0.626630528,0.646173436,0.623003937,0.662961472,0.649614865,0.643486587,0.64926595,0.628661582,0.594880044,0.594572306,0.632015411,0.594607645,0.579585554,0.636308057,0.612286392,0.512198382,0.616475519,0.586209798,0.621664117,0.636406396
1850556107用户数据,0.615545593,0.629385581,0.611162017,0.603623679,0.59880417,0.608512647,0.607829696,0.60922081,0.610546162,0.619785695,0.614247929,0.614247929,0.54799006,0.643234422,0.616455965,0.615955663,0.618828487,0.618443969,0.614247929,0.625601919
1850765167用户数据,0.597149124,0.574984007,0.629372912,0.581617669,0.591335794,0.574767525,0.540351368,0.51236249,0.573334835,0.535374805,0.614247929,0.599725656,0.600024283,0.598519058,0.606067664,0.556428235,0.619941238,0.583259705,0.565886046,0.550436515
1851115025用户数据,0.579453303,0.599956657,0.606674538,0.62200901,0.610891414,0.540262675,0.61422627,0.625315385,0.619882866,0.607863301,0.62103401,0.611605434,0.622993937,0.589089133,0.590469737,0.608653414,0.61876526,0.591747132,0.633439677,0.632079087
1852364425用户数据,0.630039407,0.596348536,0.657329549,0.65629524,0.618748811,0.686084216,0.661160715,0.631339845,0.638256595,0.702116878,0.701684879,0.665884234,0.628469927,0.558349345,0.655198188,0.68083412,0.629357685,0.560472185,0.585447124,0.591918267
1852475407用户数据,0.636936177,0.586968373,0.681876872,0.55094167,0.581498987,0.572667584,0.656538192,0.711517932,0.65336001,0.606933753,0.650885206,0.704802606,0.634066156,0.619762724,0.603691141,0.614247929,0.614247929,0.614247929,0.591502928,0.661454503
1852935903用户数据,0.601667351,0.592563152,0.599780416,0.6044352,0.639929979,0.600616155,0.623892726,0.612286705,0.584161078,0.607218979,0.574934028,0.618040201,0.584229167,0.607713691,0.577174592,0.652462278,0.624433237,0.634025328,0.632959295,0.610132955
1853169803用户数据,0.608449566,0.619059231,0.614652887,0.612620592,0.614887502,0.604478167,0.591406407,0.621364712,0.588562811,0.593831035,0.60610739,0.627560018,0.594294072,0.591964374,0.582833744,0.618735123,0.629359765,0.613698602,0.606397991,0.578683551
1854915995用户数据,0.576386289,0.533885874,0.609998068,0.605067353,0.601906436,0.611166456,0.598110503,0.613809391,0.613380279,0.606587108,0.595699547,0.593472921,0.607096348,0.608675157,0.600022082,0.612433869,0.611120372,0.605886579,0.595699081,0.58154655
1856181917用户数据,0.637519222,0.654072456,0.63543477,0.640393398,0.600592173,0.680589865,0.59517081,0.60215071,0.626326729,0.620020885,0.580346703,0.554270225,0.665504816,0.596440542,0.564350973,0.58718085,0.649447501,0.636580516,0.696574119,0.711366241
1862703191用户数据,0.571023194,0.577214221,0.567426579,0.576378767,0.566311359,0.529684401,0.575149253,0.586025176,0.584431848,0.584647683,0.593812363,0.59646382,0.557993828,0.584375326,0.588471538,0.586421659,0.589438153,0.587448894,0.577401581,0.592551107
1862763040用户数据,0.614000931,0.607472774,0.614200021,0.643404319,0.638471276,0.621168664,0.642862649,0.578695853,0.596733343,0.661817494,0.668055283,0.602296325,0.660899692,0.621095155,0.613653792,0.595969896,0.582342222,0.614247929,0.561241634,0.637989019
1863382341用户数据,0.627203708,0.597166146,0.610974512,0.581622845,0.637784027,0.565025684,0.655693723,0.638831885,0.651971281,0.595311752,0.608243055,0.581797217,0.600811377,0.592854039,0.535225004,0.583859705,0.616657708,0.605340877,0.625346661,0.588134524
1864507145用户数据,0.586259369,0.599229902,0.573912353,0.592180125,0.60552561,0.601987244,0.586920631,0.610154652,0.572004103,0.56048893,0.610673657,0.590124758,0.623371246,0.609206737,0.598240899,0.606902081,0.603151232,0.613600755,0.584986308,0.534981894
1864559902用户数据,0.620727531,0.635622817,0.640946234,0.635889015,0.623550971,0.606698578,0.662160537,0.56405099,0.586369854,0.559039554,0.600971215,0.620071762,0.608958397,0.60722538,0.600573685,0.680753069,0.624322223,0.606501851,0.610364696,0.574506885
1865215000用户数据,0.676284034,0.656897973,0.638600998,0.662891539,0.653203628,0.60631423,0.640734353,0.667310055,0.67074088,0.641679214,0.612366876,0.595057345,0.647317859,0.611236457,0.599630012,0.604278708,0.645084235,0.647582179,0.616698575,0.630916939
1866595592用户数据,0.59514713,0.609804735,0.609952443,0.604404163,0.611323763,0.585304093,0.651923205,0.598702363,0.623391992,0.591414427,0.560529641,0.631077542,0.615079085,0.614439972,0.605201312,0.582509169,0.607348776,0.610732966,0.60707916,0.603703809
