,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4
5689127155用户数据,0.604630858,0.617699418,0.605823083,0.605725832,0.553436187,0.61035211,0.629937552,0.676450652,0.675449241,0.669766074,0.63905703,0.607358603,0.591725897,0.510793896,0.510583738,0.601530303,0.60497767,0.600130158,0.563837569,0.614247929
5692937243用户数据,0.615426462,0.614748583,0.624506055,0.634715938,0.600964078,0.650805311,0.654875112,0.607475107,0.600097231,0.579735238,0.547982492,0.640685045,0.587476312,0.608387683,0.522695016,0.584201849,0.607244946,0.58818237,0.602091886,0.612112418
5693630272用户数据,0.619073375,0.592586213,0.629883072,0.6312626,0.601887736,0.654620923,0.614247929,0.552236767,0.453996982,0.617924238,0.556565134,0.627979181,0.554230052,0.579685412,0.588458329,0.609436674,0.598017961,0.588606223,0.56994338,0.568564002
5700309499用户数据,0.56824165,0.609121844,0.586327093,0.599117856,0.634966695,0.584495776,0.654220439,0.577743023,0.643841024,0.628696634,0.565452844,0.689265217,0.636292951,0.631035463,0.61112995,0.618898697,0.57621015,0.645231712,0.637285223,0.645470109
5700588586用户数据,0.595625523,0.643853138,0.614247929,0.68123023,0.611698774,0.636538798,0.560019881,0.57575508,0.591686264,0.55763524,0.553066931,0.698792743,0.589473413,0.517872847,0.519420033,-0.74706223,0.641635156,0.599068122,0.6233168,0.61981617
5702671000用户数据,0.538101008,0.674583895,0.586112745,0.58584342,0.59922515,0.586578003,0.646820505,0.629346194,0.59591652,0.655260874,0.643690005,0.647877194,0.643922079,0.618348388,0.620725667,0.598270173,0.6147867,0.601306017,0.602379555,0.579932779
5702742647用户数据,0.655945659,0.635008829,0.601812796,0.669237148,0.593627043,0.620886637,0.638229878,0.629773958,0.649579063,0.649495193,0.579957632,0.641221384,0.62704068,0.61676314,0.623422089,0.610231193,0.595624706,0.614247929,0.684655269,0.642734654
5704666726用户数据,0.614572131,0.641931144,0.638421802,0.62089034,0.59680038,0.598754984,0.640599464,0.608359775,0.641676233,0.62775691,0.576631287,0.607379385,0.6269791,0.673772055,0.593875208,0.617541475,0.61952317,0.591641732,0.614247929,0.654677135
5705697605用户数据,0.634726183,0.609268974,0.578700699,0.646096043,0.642956704,0.615605293,0.633962998,0.634696067,0.65642444,0.648082595,0.669763453,0.623868852,0.629689204,0.807357401,0.601531317,0.615729885,0.58491705,0.691734982,0.602625684,0.716445657
5705742088用户数据,0.593346222,0.627701105,0.633587461,0.653845695,0.62012094,0.624142016,0.635571746,0.668986791,0.648544888,0.647056645,0.656618412,0.615846089,0.650490248,0.606973372,0.645817325,0.633989436,0.625107218,0.591987057,0.604823471,0.631442642
5706404375用户数据,0.589888807,0.620662496,0.614247929,0.604397354,0.685835904,0.665306002,0.631186562,0.637966623,0.640813126,0.621334939,0.647097384,0.630620913,0.642978032,0.589138582,0.591478367,0.480468976,0.631650097,0.601158408,0.635682153,0.618918714
5708403101用户数据,0.612048101,0.624677608,0.594999592,0.582225104,0.600011592,0.608861854,0.610548763,0.595234378,0.588244642,0.603418757,0.580977563,0.595991124,0.607834361,0.613876103,0.572602889,0.591769422,0.616009052,0.612085178,0.616281675,0.646417569
5708517202用户数据,0.670818268,0.635575884,0.679315907,0.614247929,0.614247929,0.549339532,0.61440532,0.594569874,0.617312011,0.606820374,0.593938089,0.661454503,0.545852709,0.615809898,0.579103432,0.59535091,0.524627186,0.602382143,0.580431508,0.613570358
5711213393用户数据,0.644699491,0.642535717,0.621493906,0.702786891,0.642982109,0.636123258,0.634303803,0.625690127,0.592828797,0.670889754,0.545273192,0.490001751,0.568037781,0.562684277,0.643447198,0.5979383,0.640830809,0.675824031,0.491885143,0.444084159
5711778054用户数据,0.592883059,0.585304264,0.550115523,0.561789643,0.542380224,0.592844626,0.634811609,0.614258775,0.532792831,0.549239504,0.582580131,0.597027607,0.566504163,0.57230557,0.521067906,0.564320793,0.583836911,0.526068341,0.554087312,0.572435952
5711824745用户数据,0.613120488,0.73345072,0.600923701,0.624184539,0.719007261,0.627222219,0.654984316,0.638901428,0.609247858,0.600763743,0.67558596,0.651177506,0.639211746,0.533386188,0.62756069,0.623798409,0.670164533,0.622426283,0.637351306,0.668249199
5711840167用户数据,0.619412876,0.675167403,0.607788152,0.615521065,0.631712188,0.639696809,0.674848711,0.644887935,0.595232876,0.620738003,0.627116439,0.651695129,0.608104246,0.667545674,0.602822081,0.604966971,0.630515439,0.623716635,0.597658204,0.577071982
5711887200用户数据,0.439600694,0.655070978,0.592608909,0.718332065,0.614247929,0.665257852,0.644662562,0.573770319,0.598482328,0.53975604,0.597457403,0.615006678,0.631938596,0.595744108,0.657018172,0.608400639,0.560561228,0.614247929,0.621127698,0.614978667
5713766662用户数据,0.616675826,0.627539941,0.591894848,0.607393299,0.614307239,0.563494928,0.655478042,0.621029291,0.604311301,0.601980318,0.564712668,0.226978659,0.601360676,0.593601244,0.637117628,0.609059811,0.649032553,0.527926295,0.605660531,0.623439722
5716913247用户数据,0.65551098,0.628249879,0.616416669,0.639798839,0.610506611,0.594844328,0.594379358,0.650615398,0.612943303,0.604838426,0.583827822,0.628208653,0.614247929,0.643602411,0.647262011,0.608363068,0.620799949,0.624608672,0.584899557,0.586435316
5718400575用户数据,0.630108957,0.713024517,0.570711897,0.610920364,0.599500597,0.627647938,0.553439342,0.606308636,0.617575823,0.660876114,0.614247929,0.623021467,0.614247929,0.554923885,0.580289162,0.543796737,0.549659298,0.618978635,0.619643206,0.577185141
5718439192用户数据,0.617597038,0.601535372,0.636436184,0.632592216,0.617716547,0.608261714,0.619458344,0.597898096,0.609484694,0.634025403,0.605313408,0.590904167,0.606226144,0.621949818,0.645805507,0.621093715,0.622069977,0.640344839,0.65190605,0.646644597
5723466333用户数据,0.624406762,0.643201631,0.628586731,0.603784976,0.608947755,0.603270668,0.560617665,0.5516553,0.619659644,0.594637537,0.608638011,0.653661089,0.630146305,0.67962135,0.607717437,0.63557602,0.614317703,0.575462835,0.560169834,0.594785605
5723699723用户数据,0.548058973,0.65763474,0.746183883,0.641100449,0.74880875,0.623795043,0.632902192,0.646984458,0.777955409,0.69782902,0.567494316,0.775756662,0.54430477,0.672946983,0.624235586,0.607020437,0.697288746,0.614247929,0.621671692,0.295594548
5731590064用户数据,0.589222382,0.603821802,0.626693926,0.604151344,0.613555104,0.610297305,0.606215131,0.586796648,0.612638289,0.627783367,0.623088916,0.580235713,0.517729998,0.46025863,0.566406328,0.594476403,0.591074507,0.610577991,0.501126915,0.563842688
5731780211用户数据,0.615982193,0.600841945,0.611925778,0.614130521,0.616061448,0.606018277,0.593956691,0.602377539,0.582128773,0.596185252,0.59352843,0.600093656,0.593717431,0.598939099,0.606113819,0.609535957,0.629038232,0.611941513,0.597943961,0.599020464
5734374058用户数据,0.747516673,0.614247929,0.56495996,0.575097229,0.602319797,0.612524311,0.747089426,0.655756481,0.626004774,0.620641982,0.614349332,0.592451643,0.609327255,0.590097402,0.603003626,0.583830037,0.626334981,0.601192753,0.590833633,0.603203209
5734732772用户数据,0.616982438,0.616630865,0.607096825,0.669538212,0.668776494,0.57404435,0.542279317,0.576004999,0.591226423,0.596018915,0.608215577,0.596620507,0.597959464,0.574376201,0.578805675,0.644022985,0.654798958,0.650564098,0.560119897,0.629972781
5738665507用户数据,0.614247929,0.750286693,0.599116521,0.608344207,0.617686768,0.567224214,0.614247929,0.614247929,0.588698628,0.599867084,0.628622421,0.588996368,0.619003764,0.61322604,0.580404341,0.5944707,0.602033787,0.609381169,0.571942427,0.587478115
5746059995用户数据,0.646620699,0.578910399,0.652690594,0.614247929,0.662755215,0.541814171,0.595054526,0.59788834,0.576155534,0.625476532,0.613799659,0.608546003,0.575168737,0.550651667,0.540590275,0.583065528,0.589120352,0.483916042,0.567388982,0.606739384
5746682659用户数据,0.595062842,0.597950675,0.613092435,0.604278564,0.6224922,0.585169631,0.572219211,0.667545674,0.632782924,0.594438648,0.61209,0.624227829,0.6262236,0.54630151,0.599489068,0.620614641,0.622160721,0.558739955,0.614110745,0.612818669
5748792623用户数据,0.604747254,0.551021261,0.619151257,0.616972271,0.610796625,0.640285684,0.583717153,0.584980753,0.520159118,0.593744583,0.57763604,0.622791186,0.617509405,0.579013417,0.593377484,0.576734839,0.596977162,0.501051885,0.504193044,0.543697677
5750106006用户数据,0.887617992,0.582630546,0.659208951,0.600444009,0.625347277,0.621529843,0.62607265,0.619410055,0.602979089,0.623261218,0.607218612,0.627994202,0.616988344,0.600221511,0.650215613,0.622144854,0.598482135,0.603217365,0.625294108,0.570991295
5750210254用户数据,0.619223689,0.600937457,0.599609426,0.608331651,0.612987136,0.607467931,0.594172685,0.620335708,0.601785336,0.617322935,0.61649566,0.602017376,0.608043587,0.611196668,0.598679172,0.598902165,0.599224592,0.659409002,0.626845332,0.605165656
5750732924用户数据,0.657486724,0.63223668,0.598883062,0.621811589,0.60370984,0.608180112,0.609324964,0.557157204,0.532077038,0.607202826,0.634521125,0.564022341,0.572724376,0.571658233,0.564676868,0.583538375,0.593488113,0.593469982,0.581258082,0.582237477
5751077771用户数据,0.614247929,0.614247929,0.651824642,0.614599759,0.635810628,0.584647468,0.597427243,0.621635351,0.632116447,0.616280623,0.605588605,0.608008433,0.585358126,0.570604417,0.60625314,0.541995143,0.669884259,0.600241899,0.470957845,0.594701858
5753554666用户数据,0.614247929,0.553004146,0.614247929,0.545708746,0.568552847,0.548137643,0.564744104,0.614247929,0.560713652,0.573635877,0.575907752,0.633303238,0.554240802,0.582819497,0.622493603,0.553989501,0.595834636,0.593412948,0.580460761,0.602838612
5755868692用户数据,0.660379127,0.67647166,0.635556776,0.622454179,0.649718792,0.655147654,0.628177583,0.633036286,0.698122835,0.593774492,0.639607064,0.61839377,0.63142079,0.602972418,0.599560708,0.682152855,0.665897769,0.662637793,0.669736711,0.634026585
5758892353用户数据,0.658537004,0.624078949,0.622711976,0.626239836,0.576303745,0.601120835,0.601838368,0.621355806,0.588966521,0.577392013,0.594768887,0.622445704,0.614086742,0.544877468,0.569980516,0.538025136,0.614247929,0.66070319,0.624433304,0.504459058
5764891330用户数据,0.60237823,0.630452018,0.617826283,0.603356674,0.587019597,0.585437387,0.627383582,0.575776556,0.576961034,0.60041144,0.627889256,0.596186951,0.61235182,0.588753781,0.563534239,0.584685409,0.523149255,0.599193458,0.570151482,0.577822752
5766719936用户数据,0.632013844,0.605032109,0.676819085,0.604522065,0.562449065,0.62702251,0.875824996,0.595969896,0.693474207,0.641333668,0.387078093,0.603247774,0.63695591,0.711366241,0.614024016,0.603422353,0.614247929,0.562544984,0.614186271,0.53512273
5770399408用户数据,0.579198922,0.589960899,0.578354498,0.605424505,0.584060616,0.584850703,0.595583358,0.605051807,0.566182647,0.614067144,0.622356885,0.591782223,0.587650334,0.603264254,0.593691316,0.602800562,0.574488023,0.57078229,0.581707766,0.609579885
5773856452用户数据,0.577360222,0.622776861,0.638717286,0.594024187,0.501321046,0.629809969,0.594985143,0.650077986,0.580604553,0.637073743,0.600428456,0.566101627,0.571058514,0.587778894,0.572868763,0.597407442,0.612309917,0.628913046,0.660785594,0.61758198
5776332243用户数据,0.605331548,0.583322895,0.602016306,0.624363352,0.559414981,0.611811596,0.626858405,0.636511346,0.647506831,0.50256121,0.613067743,0.599279874,0.576414106,0.619409301,0.597006328,0.637588233,0.589886626,0.577829113,0.583091858,0.634992319
5776610474用户数据,0.631332608,0.619270913,0.613031865,0.627860198,0.602934427,0.617854675,0.645181267,0.598511504,0.588863113,0.629263393,0.616305165,0.663130476,0.63765056,0.659786442,0.616068852,0.611499976,0.622049973,0.603316047,0.646295476,0.650787492
5780828506用户数据,0.741342551,0.62310021,0.628036978,0.609534213,0.605936812,0.598449861,0.636649588,0.581934068,0.594964736,0.58722216,0.584428755,0.608032454,0.601787135,0.625622365,0.614544185,0.611140107,0.611758619,0.602363155,0.605591078,0.610097844
5781177701用户数据,0.513950493,0.525218539,0.668334829,0.52322363,0.596516218,0.622062174,0.637498985,0.532699783,0.652531111,0.639052737,0.617030155,0.612343062,0.625788606,0.618198239,0.676243602,0.566779605,0.620121413,0.610969924,0.608530494,0.613766372
5782360458用户数据,0.621753401,0.603374216,0.687972966,0.594346806,0.679771862,0.623719778,0.729575924,0.648432,0.619331072,0.649308981,0.62558537,0.640011612,0.601189622,0.613296421,0.582716251,0.59390978,0.553736143,0.664315507,0.600099142,0.649660102
5783180100用户数据,0.600002174,0.637500517,0.791393208,0.642081122,0.692376901,0.691367286,0.663480556,0.659675998,0.626222641,0.637691059,0.736278724,0.649227539,0.653143969,0.654578284,0.656686305,0.709864874,0.369873383,0.958382052,0.694625703,0.66431525
5785159695用户数据,0.620313957,0.638323452,0.65358674,0.621396738,0.568155498,0.629959829,0.606315357,0.717512309,0.67122138,0.614247929,0.613784901,0.642455165,0.572923963,0.618374616,0.604247402,0.606740859,0.603438387,0.624729133,0.623013926,0.583983489
5786302479用户数据,0.640303839,0.60334033,0.572149818,0.576015444,0.590867283,0.57617944,0.605001112,0.619371447,0.625624636,0.590274528,0.590948458,0.588444701,0.609517303,0.581995691,0.606517426,0.614247929,0.581837104,0.633773696,0.660071971,0.666702507
5788533263用户数据,0.614247929,0.650165974,0.619327346,0.613725308,0.61795981,0.819899357,0.890708462,0.63896332,0.570076016,0.760790374,0.614247929,0.614247929,0.614247929,0.635694355,0.711366241,0.6944761,0.614247929,0.614247929,0.614247929,0.614247929
5790598412用户数据,0.630151558,0.617155151,0.600355891,0.601709875,0.626470647,0.618466274,0.597017045,0.611500974,0.601430443,0.603378794,0.586298718,0.615526559,0.591662181,0.632437124,0.599792729,0.609307363,0.589738335,0.61285197,0.57978025,0.607413983
5792828438用户数据,0.56138385,0.602809708,0.606646635,0.586942644,0.615130361,0.605614421,0.59270431,0.608850008,0.601740057,0.585233947,0.625172159,0.571589018,0.592743691,0.580385778,0.617049447,0.597329497,0.526970616,0.663719844,0.550762296,0.581352576
5792894551用户数据,0.625488134,0.591494336,0.62239186,0.615689465,0.635694355,0.779470938,0.608342851,0.566436916,0.587997106,0.606387511,0.62658505,0.57670897,0.559822792,0.610081031,0.64201988,0.58033824,0.593400748,0.566622795,0.597458177,0.610584175
5794892890用户数据,0.614247929,0.675970331,0.644172386,0.516323818,0.530654537,0.54372848,0.621396738,0.613501408,0.541690411,0.498496357,0.568841361,0.568492944,0.644651936,0.608824603,0.576652969,0.639458691,0.521691153,0.561091128,0.510371763,0.587966287
5798193936用户数据,0.611125432,0.589562178,0.620241227,0.682907676,0.70130551,0.58137067,0.620207775,0.607022028,0.607117208,0.627428271,0.117553682,0.614247929,0.423147984,0.348442818,0.374016724,0.643243943,0.551562287,1.0886202,0.514795497,-0.169126451
5799620355用户数据,0.589171117,0.618984882,0.673805546,0.614247929,0.632439114,0.651405106,0.640140273,0.614247929,0.640473803,0.612983826,0.600323108,0.578382225,0.638139666,0.610393186,0.622029736,0.610383474,0.60174583,0.610924358,0.625432108,0.626347363
5802041801用户数据,0.624051756,0.614015984,0.639226328,0.604072274,0.63778296,0.60041666,0.591026458,0.593426818,0.620948059,0.59169147,0.616477624,0.605371863,0.620485536,0.605935236,0.553101839,0.598102633,0.580523173,0.599001432,0.665880119,0.560469574
5804944147用户数据,0.623588659,0.613607152,0.623179282,0.59934657,0.580706732,0.633668685,0.609572721,0.594447945,0.614336558,0.628951898,0.615608123,0.577202844,0.607077769,0.599435349,0.584618018,0.501044795,0.503713118,0.601923625,0.675348153,0.597584023
5813491048用户数据,0.623034436,0.652863414,0.649507443,0.620533296,0.653874582,0.628849605,0.650335377,0.632047507,0.614828884,0.632671107,0.599669788,0.633580153,0.635332163,0.637120711,0.576505627,0.589852562,0.658558054,0.660283274,0.594736252,0.656010197
5816890427用户数据,0.775176307,0.625828858,0.574984007,0.684986288,0.577691863,0.597458298,0.590869357,0.620636942,0.593450009,0.631473032,0.642001078,0.596247008,0.597173209,0.624295619,0.58014974,0.403010146,0.614247929,0.454472246,0.636575362,0.570297707
5816978364用户数据,0.66039477,0.632587587,0.71909692,0.619329616,0.684952103,0.64979806,0.606894435,0.645199062,0.659303792,0.615896894,0.66970151,0.642091713,0.596417365,0.630039418,0.675680382,0.591226707,0.663961728,0.614247929,0.62347479,0.623484659
5825706641用户数据,0.594049704,0.671195177,0.626347086,0.678857227,0.64856073,0.648520982,0.689489961,0.657098495,0.630588103,0.667353516,0.584057521,0.627355049,0.650405508,0.658860755,0.603849305,0.571253729,0.603892945,0.665225924,0.598151929,0.594720661
5825741135用户数据,0.614247929,0.618766509,0.556310169,0.623377796,0.607147934,0.566983694,0.542802701,0.628801189,0.53967081,0.630679457,0.598272957,0.614247929,0.601717235,0.600674299,0.493464691,0.624378536,0.332597551,0.649561421,0.537742017,0.672165745
5826245909用户数据,0.643016748,0.580657645,0.624813153,0.617225296,0.585235139,0.627214094,0.479959486,0.570140837,0.605994693,0.591574588,0.579182719,0.603541764,0.580050319,0.655849056,0.614247929,0.691009806,0.608812937,0.629296234,0.633058311,0.657097595
5827781107用户数据,0.552794114,0.610969312,0.618187595,0.610494304,0.579125758,0.610032739,0.599262248,0.613184701,0.602217021,0.599338816,0.630707468,0.626669313,0.635067094,0.628817852,0.576604324,0.616308564,0.625133767,0.657140684,0.5985486,0.58936473
5827896644用户数据,0.626066743,0.613735559,0.59903028,0.609759902,0.611083545,0.6502939,0.636001206,0.614247929,0.591117351,0.594532604,0.613365046,0.592188644,0.613634015,0.600967824,0.578668297,0.628703674,0.607869462,0.638264153,0.616354062,0.603467087
5828963393用户数据,0.509315753,0.607702635,0.553090368,0.657022001,0.603676263,0.572380986,0.587184535,0.613156318,0.617387328,0.608574056,0.590016725,0.56215274,0.608161592,0.581829236,0.547556805,0.569392997,0.682433102,0.442758316,0.560321886,0.586097912
5829155072用户数据,0.555583511,0.587369005,0.605444359,0.596984845,0.599496748,0.619406155,0.611450475,0.614657642,0.606186042,0.602880208,0.617408162,0.604315488,0.613228472,0.617654669,0.611673988,0.567579995,0.543731699,0.546571327,0.598868464,0.55600844
5829262586用户数据,0.615605296,0.632682186,0.609719587,0.616893843,0.647883984,0.612923173,0.605362364,0.588802558,0.62397827,0.621583284,0.615492511,0.617205232,0.599020534,0.609955411,0.589138771,0.648197463,0.661561978,0.560053307,0.600773423,0.666720168
5831392819用户数据,0.722153931,0.546052264,0.628312412,0.59999458,0.61912268,0.597300407,0.599813221,0.568339909,0.61709204,0.61151945,0.616072408,0.630230177,0.626174756,0.600841672,0.548431237,0.558885901,0.620405236,0.599888934,0.5634372,0.615443039
5836640879用户数据,0.626774765,0.611128419,0.643513268,0.588592218,0.608586101,0.607005417,0.602206062,0.611115979,0.60628846,0.611830158,0.601836889,0.627172876,0.629889815,0.624001313,0.599937421,0.635430366,0.595703094,0.628285505,0.578414159,0.607444212
5843580319用户数据,0.609383262,0.555206111,0.613524101,0.618531703,0.63633185,0.620894349,0.623756702,0.624646253,0.607474579,0.644506164,0.625184775,0.609078826,0.572128684,0.626992469,0.609686285,0.555855288,0.577699469,0.660877122,0.61329144,0.615739955
5844346100用户数据,0.622933929,0.59799354,0.613514903,0.624827332,0.632353371,0.631324529,0.578524747,0.600036906,0.626476518,0.623397838,0.603192482,0.622081495,0.614247929,0.662842931,0.614247929,0.583104747,0.671379912,0.598663391,0.55290306,0.620233818
5845583327用户数据,0.646417569,0.614247929,0.614247929,0.614247929,0.674093933,0.570567849,0.614247929,0.614247929,0.614247929,0.614247929,0.614247929,0.658902796,0.623475663,0.639475886,0.639465168,0.603388629,0.567663101,0.552644771,0.614247929,0.614247929
5846064443用户数据,0.626331688,0.614247929,0.772235051,0.616006613,0.617546965,0.627216082,0.564852751,0.621590976,0.629962117,0.648419187,0.585249048,0.609478006,0.585556132,0.606141544,0.591740683,0.632703242,0.641886523,0.629972305,0.614247929,0.570572842
5847393511用户数据,0.63436685,0.623009283,0.645357186,0.677177288,0.634756074,0.632143704,0.617057998,0.631748317,0.585024623,0.602737359,0.593209981,0.593155261,0.638700305,0.581190401,0.640260473,0.613790494,0.570263816,0.68849287,0.661112462,0.76051544
5847702136用户数据,0.527278873,0.568859066,0.565459879,0.604745392,0.610285631,0.62263812,0.618132281,0.599473073,0.599928743,0.587833413,0.658092784,0.648334542,0.667308412,0.6108199,0.629551931,0.631840299,0.639439634,0.623763156,0.622209443,0.62719804
5848500617用户数据,0.607725548,0.572698727,0.565083401,0.636429457,0.673181559,0.652089625,0.615156169,0.547276711,0.59874918,0.591896673,0.602523573,0.596485604,0.616555887,0.595098561,0.600479807,0.561935023,0.593158258,0.578060676,0.572188462,0.584566886
5848754680用户数据,0.631191103,0.632013844,0.611397577,0.638171151,0.601398666,0.625062426,0.629377438,0.627534058,0.602193828,0.605987625,0.592916045,0.604975072,0.608353028,0.601725884,0.631281301,0.598217934,0.590982303,0.606734021,0.600823217,0.610862465
5850530993用户数据,0.621216461,0.591199935,0.612082544,0.573246687,0.614247929,0.601030473,0.556943826,0.555398532,0.614247929,0.614247929,0.601322598,0.639143413,0.599523958,0.49192055,0.59552706,0.601749373,0.550780486,0.601708799,0.543127465,0.668411309
5850638758用户数据,0.595317109,0.708421955,0.635583174,0.58399431,0.592608212,0.644242546,0.630828555,0.562073026,0.570484756,0.608252003,0.624477458,0.604830003,0.763997384,0.642149437,0.614983196,0.618844372,0.634158036,0.588915159,0.58644705,0.628424784
5852290602用户数据,0.661249227,0.605809251,0.598526258,0.631980655,0.601380099,0.558364597,0.610973552,0.621068424,0.669303097,0.637512581,0.477216411,0.623232576,0.665801527,0.610081203,0.573032668,0.641143217,0.610514082,0.608346687,0.616515151,0.61030394
5854357173用户数据,0.646223415,0.594583394,0.619703384,0.632657299,0.597390327,0.575190717,0.612654097,0.650313895,0.624263871,0.61610196,0.61459904,0.613727854,0.585792631,0.586973096,0.59319911,0.622462525,0.602023538,0.603614685,0.597627236,0.598428435
5854440054用户数据,0.613129502,0.608807198,0.610037795,0.60652113,0.626741808,0.61234436,0.608985924,0.606347753,0.616655797,0.62477301,0.607278428,0.622791928,0.600740866,0.625550282,0.614371182,0.629389525,0.621681695,0.61953609,0.608549794,0.616018281
5856599129用户数据,0.614247929,0.70709411,0.614247929,0.668000981,0.614247929,0.655834008,0.614247929,0.723440738,0.614247929,0.671847339,0.633469261,0.570660571,0.614247929,0.57086416,0.663351724,0.689390474,0.616928732,0.585646604,0.623896344,0.60605173
5857075270用户数据,0.614247929,0.631990346,0.627868541,0.663375001,0.709374519,0.445805099,0.623383217,0.631110437,0.671894111,0.681392446,0.642753658,0.63063532,0.378660073,0.567739376,0.595378632,0.616481711,0.573287062,0.634111606,0.687347809,0.467168004
5859719443用户数据,0.625313948,0.62936197,0.624379973,0.640789447,0.685505061,0.607647127,0.578643626,0.607909194,0.623796195,0.607523454,0.608240326,0.5853855,0.600560861,0.595215141,0.553787825,0.537477035,0.619906457,0.593308761,0.593442239,0.624038069
5860496909用户数据,0.643727638,0.569170368,0.567209348,0.610886663,0.619902205,0.601499875,0.616106782,0.595613934,0.607323858,0.595403725,0.604648958,0.612460796,0.624277311,0.620190484,0.617592649,0.613895907,0.581210158,0.623238625,0.618064405,0.607313028
5863462699用户数据,0.636664739,0.647981752,0.63803478,0.643884883,0.685280216,0.616248442,0.572983021,0.67698988,0.602241812,0.650964153,0.640608613,0.659384079,0.662778066,0.64292266,0.599984115,0.616121888,0.692769117,0.698834241,0.614247929,0.614247929
5863899330用户数据,0.6682416,0.597651654,0.595918589,0.595157155,0.667775022,0.469119917,0.677594455,0.576828765,0.623398933,0.621802245,0.599182909,0.601234451,0.607779625,0.639014963,0.628689899,0.615003621,0.520294284,0.657821433,0.60873625,0.607614267
5868451952用户数据,0.60649246,0.564700703,0.655999833,0.605451893,0.716214596,0.587083948,0.653901883,0.704414709,0.691795462,0.444084159,0.67190153,0.595702247,0.66028664,0.614247929,0.587782688,0.5773675,0.307829827,0.587886819,0.614247929,-0.713029476
5870230293用户数据,0.640336397,0.58008435,0.606028953,0.575444499,0.581685872,0.581801117,0.622402526,0.594163892,0.608507588,0.593591645,0.564278733,0.557167815,0.627825655,0.59441734,0.597823094,0.614247929,0.602661443,0.58505955,0.604390994,0.585719566
5873877881用户数据,0.614247929,0.628436378,0.621917395,0.62675484,0.61865363,0.638958264,0.628835846,0.581941819,0.626779018,0.620385882,0.623343738,0.616698393,0.605336639,0.610151906,0.586714851,0.585403763,0.639140389,0.608406872,0.619973164,0.614858088
5876037441用户数据,0.611361687,0.614247929,0.607910417,0.595106203,0.602674035,0.599230237,0.61005719,0.608892045,0.600081413,0.606332588,0.594832091,0.601933259,0.60059618,0.599937984,0.602436464,0.605300841,0.607930859,0.612830426,0.609278107,0.60894398
5876633816用户数据,0.647389367,0.627646493,0.714968054,0.524274407,0.593604672,0.591602296,0.589733426,0.596312205,0.606150212,0.577481893,0.595043246,0.605459887,0.593756607,0.586345553,0.589314594,0.600810898,0.598872344,0.603718896,0.597533103,0.599576988
5880271819用户数据,0.587225129,0.626700693,0.611503242,0.542093548,0.637634317,0.632490748,0.607591918,0.658558054,0.615980889,0.573500138,0.599058768,0.623857149,0.574175212,0.614247929,0.627408236,0.614247929,0.512149667,0.614247929,0.483541805,0.590848318
5883226966用户数据,0.625034598,0.618923643,0.661658082,0.612371946,0.626707053,0.636055851,0.673288099,0.615830133,0.603039304,0.653895678,0.568669567,0.537501381,0.400249656,0.489229649,0.538774359,0.62853034,0.567806682,0.595561446,0.591194468,0.616460175
5885096358用户数据,0.554820087,0.557705754,0.614247929,0.598523642,0.615430474,0.588392067,0.528031157,0.594669002,0.603030199,0.697770665,0.584802198,0.556069,0.584967992,0.624824602,0.564717041,0.60636901,0.611929598,0.614247929,0.486736023,0.585268907
5885634518用户数据,0.606432951,0.604147127,0.630929922,0.605823217,0.620744681,0.633634815,0.591987408,0.60674345,0.623128175,0.599396987,0.613792743,0.59362487,0.596716302,0.557542449,0.562151796,0.582801341,0.596797314,0.599708844,0.60370553,0.581399749
5887941508用户数据,0.608334749,0.459604864,0.438858373,0.614247929,0.586460329,0.622052386,0.589304554,0.58224766,0.637851981,0.644452881,0.579237824,0.569260167,0.58226422,0.531055849,0.434386896,0.452972418,0.564325169,0.551073109,0.567037955,0.491739271
5888116192用户数据,0.608381192,0.606600467,0.614247929,0.613803496,0.596317371,0.606288827,0.600128296,0.604317551,0.601207802,0.582132597,0.556204104,0.60112072,0.606123757,0.59288933,0.593996711,0.585187041,0.600240694,0.616784357,0.609352993,0.601902127
5889442719用户数据,0.641472925,0.617954445,0.674747861,0.594845005,0.521691153,0.653123931,0.630288998,0.58616331,0.609347345,0.58930379,0.624781786,0.54312651,0.548300257,0.591201714,0.593045411,0.614247929,0.654522872,0.626176464,0.608267394,0.56466437
5889564767用户数据,0.655394729,0.622099149,0.622177788,0.604229298,0.662050472,0.600605708,0.616623436,0.632018009,0.610216124,0.646366837,0.563765743,0.595970851,0.614247929,0.655778234,0.637227943,0.618537214,0.623073859,0.620083905,0.611379435,0.625596263
5889621689用户数据,0.584998355,0.58868048,0.620643395,0.595979583,0.581075847,0.573779544,0.615278446,0.584080512,0.593841531,0.598547887,0.5565753,0.567313501,0.554837976,0.515854698,0.537573887,0.584062359,0.614247929,0.606136348,0.348016038,0.614247929
5890455381用户数据,0.614247929,0.579511186,0.655999833,0.601351517,0.620700512,0.626629201,0.555050452,0.66733696,0.623936844,0.599508429,0.604981969,0.626188289,0.607572779,0.601954046,0.541320599,0.572698549,0.568926419,0.614247929,0.614247929,0.614247929
